iter	RMSE
486	0.5657848115
487	0.5657655476
488	0.5656599368
489	0.5655594686
490	0.5653868448
491	0.5652725491
492	0.5650719574
493	0.5650107347
494	0.5648757776
495	0.5648616802
496	0.5647756663
497	0.5646230791
498	0.5645866603
499	0.564345538
500	0.5642674987
501	0.5641473666
502	0.5641312064
503	0.5639683715
504	0.5638971917
505	0.5635262441
506	0.5634798739
507	0.5634505865
508	0.5633503787
509	0.5630716156
510	0.563060716
511	0.5629101762
512	0.5627902079
513	0.5625199634
514	0.5624936966
515	0.5624230199
516	0.562212458
517	0.5620842377
518	0.5618653482
519	0.5618196024
520	0.5617998074
521	0.5617364217
522	0.5617159974
523	0.5617088258
524	0.5616818976
525	0.5615604213
526	0.5614878876
527	0.5613452891
528	0.5611956698
529	0.5611243566
530	0.5610176252
531	0.5609013672
532	0.5607483471
533	0.5606954095
534	0.5603744164
535	0.5603612816
536	0.5602001502
537	0.560063388
538	0.5599380986
539	0.5595327419
540	0.5594670793
541	0.5594096487
542	0.5593751852
543	0.5592108893
544	0.5589636696
545	0.5588727351
546	0.5588307284
547	0.5584504349
548	0.5583364415
549	0.5581930873
550	0.5579816795
551	0.5579672742
552	0.5577756198
553	0.5575907167
554	0.5575465867
555	0.5575348118
556	0.5573590365
557	0.5572679911
558	0.5567979062
559	0.5567610612
560	0.5566574264
561	0.5563968567
562	0.5561087016
563	0.5556820003
564	0.5556208138
565	0.5554346274
566	0.5553620107
567	0.5552512129
568	0.5550137261
569	0.5548871994
570	0.5548057456
571	0.5547599053
572	0.5546476508
573	0.5545770031
574	0.5544539126
575	0.5543380306
576	0.5541087123
577	0.5539591517
578	0.5538793682
579	0.553707404
580	0.5536652209
581	0.5533551515
582	0.5532799126
583	0.5532132934
584	0.5529510184
585	0.5527527108
586	0.5526181793
587	0.5526030464
588	0.5525138698
589	0.5523320029
590	0.552247652
591	0.5521375509
592	0.551946247
593	0.5518616893
594	0.5517674904
595	0.551708008
596	0.5514988394
597	0.5514035369
598	0.5511939373
599	0.5510754467
600	0.5510167476
601	0.5509723813
602	0.5509164517
603	0.5506903386
604	0.5504557314
605	0.5502955277
606	0.5502723279
607	0.5500918465
608	0.5499606116
609	0.5498081152
610	0.5494313804
611	0.5493201157
612	0.5490922083
613	0.5489340642
614	0.5487441985
615	0.5485579958
616	0.5482613056
617	0.5481256327
618	0.5480099514
619	0.5478524742
620	0.5477988877
621	0.5477457752
622	0.5475684206
623	0.5473887019
624	0.547123866
625	0.5470280192
626	0.5470103533
627	0.5467291492
628	0.5465784803
629	0.5464500498
630	0.5463064972
631	0.5460734817
632	0.5459686634
633	0.5458296987
634	0.5457799552
635	0.5454985148
636	0.5453164875
637	0.5450888541
638	0.5450391273
639	0.5448544995
640	0.5447683016
641	0.5446731927
642	0.5446273775
643	0.5445444046
644	0.5445096164
645	0.544384092
646	0.5442098179
647	0.5441409404
648	0.5440428515
649	0.5439523268
650	0.5439082407
651	0.5438555813
652	0.5437948738
653	0.5436805999
654	0.5435344695
655	0.5433613139
656	0.5432459066
657	0.5429074328
658	0.5428643911
659	0.5427650485
660	0.5426150954
661	0.5425920351
662	0.5424595246
663	0.5423152503
664	0.542226965
665	0.5421963775
666	0.5421598708
667	0.5418441016
668	0.5414869337
669	0.541305808
670	0.5412068065
671	0.5411309839
672	0.541061467
673	0.5409584707
674	0.5407536224
675	0.5405217674
676	0.5402746826
677	0.540116402
678	0.5398234767
679	0.5397306611
680	0.5393435193
681	0.5392284521
682	0.5390441473
683	0.5389432608
684	0.5389090361
685	0.5387522426
686	0.5385902642
687	0.5385112774
688	0.5384671139
689	0.5382332407
690	0.538222452
691	0.5380908698
692	0.5380273912
693	0.5379888788
694	0.5378569461
695	0.5376589868
696	0.5374554302
697	0.5373279982
698	0.5370616615
699	0.5369022661
700	0.536872486
701	0.5367400059
702	0.5366674797
703	0.5365469443
704	0.5364523939
705	0.5364067923
706	0.5362230743
707	0.5359908999
708	0.535697831
709	0.5356771205
710	0.5354903236
711	0.535334123
712	0.5352152323
713	0.5349956777
714	0.5349044662
715	0.5347741222
716	0.5344909269
717	0.5344699064
718	0.5343610832
719	0.5341239045
720	0.534110125
721	0.5340140806
722	0.53381816
723	0.5336920912
724	0.5335892938
725	0.5334529842
726	0.5332501719
727	0.5331874094
728	0.533016009
729	0.5329007641
730	0.5327164134
731	0.5324747506
732	0.5322261429
733	0.5321811661
734	0.5319315684
735	0.5317597594
736	0.5315701164
737	0.5313315442
738	0.53114707
739	0.5308921466
740	0.5308108065
741	0.530645797
742	0.5305434267
743	0.5304972692
744	0.5303611588
745	0.5303096925
746	0.5301774614
747	0.5300563822
748	0.5299262138
749	0.5298343754
750	0.5297511
751	0.52968841
752	0.5295669096
753	0.5294654933
754	0.529369502
755	0.5290947257
756	0.5290819779
757	0.528838164
758	0.5286977599
759	0.5285906231
760	0.5285102762
761	0.5284796959
762	0.5284277988
763	0.5284041344
764	0.5281050265
765	0.5279965341
766	0.5278016733
767	0.5276684469
768	0.5275599099
769	0.5272776997
770	0.5271761017
771	0.5270989626
772	0.5270419925
773	0.5270046158
774	0.5268223885
775	0.5268038515
776	0.5267828238
777	0.5267554268
778	0.5266880834
779	0.5266182889
780	0.526515037
781	0.5264491737
782	0.5263833231
783	0.5262763685
784	0.5261777549
785	0.5260687313
786	0.5259956895
787	0.52591202
788	0.5257921122
789	0.5257362222
790	0.5256609808
791	0.5256086444
792	0.5255141843
793	0.5254302705
794	0.5253834473
795	0.5252074679
796	0.5251346497
797	0.5249007187
798	0.5248188249
799	0.5246660608
800	0.5245139145
801	0.5243071938
802	0.5242822904
803	0.5242249466
804	0.5241686261
805	0.5240943555
806	0.5239497253
807	0.5238853618
808	0.5236395498
809	0.5235381615
810	0.5234184846
811	0.5233006414
812	0.5231622225
813	0.523111467
814	0.5229199119
815	0.5229120646
816	0.522884591
817	0.5228576771
818	0.5227626772
819	0.5227286769
820	0.5226967032
821	0.5226885057
822	0.5226198099
823	0.5226012315
824	0.5225890228
825	0.5223511011
826	0.5222571321
827	0.5221274246
828	0.5219834288
829	0.5218999414
830	0.5216832817
831	0.5215502365
832	0.5215433815
833	0.5213119249
834	0.521163019
835	0.5209487448
836	0.5208035529
837	0.520657452
838	0.5205384516
839	0.5204671469
840	0.5201333636
841	0.520024625
842	0.5199594136
843	0.5199110156
844	0.519662903
845	0.519628446
846	0.5194356044
847	0.5192279013
848	0.5191714835
849	0.5188380753
850	0.5188059133
851	0.5187818484
852	0.5186115602
853	0.5183969484
854	0.5183201033
855	0.5181744595
856	0.5180631176
857	0.517891784
858	0.5178402305
859	0.5176506432
860	0.5175537707
861	0.5175068542
862	0.5174233146
863	0.5173953955
864	0.5172513702
865	0.5171140628
866	0.517004789
867	0.5169320289
868	0.5168871514
869	0.5167978044
870	0.5167105516
871	0.5166310414
872	0.5166151204
873	0.5165910874
874	0.5163791778
875	0.5162822513
876	0.5162110542
877	0.5160625862
878	0.516034662
879	0.5158616626
880	0.515835569
881	0.5156903737
882	0.5155662421
883	0.5153168974
884	0.5153059567
885	0.5152225589
886	0.5152141207
887	0.5151901419
888	0.5149664289
889	0.514850476
890	0.5148282223
891	0.5143709742
892	0.5142519337
893	0.5140951839
894	0.5139565227
895	0.513837319
896	0.5136678694
897	0.5135928375
898	0.5135521695
899	0.5135225589
900	0.5134831134
901	0.5134183603
902	0.5132995534
903	0.5131940261
904	0.5131431134
905	0.5129655154
906	0.5129548858
907	0.5128120672
908	0.5127411293
909	0.5125567243
910	0.512455688
911	0.512397494
912	0.5123619667
913	0.5121996783
914	0.5120541635
915	0.5119121952
916	0.511875863
917	0.5118280694
918	0.5117577526
919	0.511700654
920	0.511632167
921	0.5115861656
922	0.511359053
923	0.5112888117
924	0.5111796309
925	0.5110730976
926	0.5108492713
927	0.5107857143
928	0.510661683
929	0.5104676147
930	0.5104060908
931	0.5101783835
932	0.5101288298
933	0.510086835
934	0.5099730523
935	0.5096634463
936	0.5094632567
937	0.5093952552
938	0.5092667489
939	0.5092476071
940	0.5090686369
941	0.5089713739
942	0.508796475
943	0.508625534
944	0.5085317841
945	0.5084601249
946	0.5084416455
947	0.5082568835
948	0.5082397614
949	0.5081473753
950	0.5080505887
951	0.5079095766
952	0.5078109046
953	0.5077616715
954	0.5077285921
955	0.5076886802
956	0.5076408515
957	0.5075165768
958	0.5074093852
959	0.5073784357
960	0.5071702901
961	0.5070466375
962	0.5069269014
963	0.5067963722
964	0.5066477015
965	0.5066355
966	0.5064668865
967	0.5063539827
968	0.5062775197
969	0.5062050055
970	0.5061382146
971	0.5059464394
972	0.5058297622
973	0.5056091418
974	0.5055055428
975	0.5054121092
976	0.5052257431
977	0.5050926757
978	0.5049184579
979	0.5048552103
980	0.5047052853
981	0.5045878194
982	0.5045261611
983	0.5042516763
984	0.5039799965
985	0.5039410016
986	0.5038932116
987	0.5038490115
988	0.5037896401
989	0.5036735582
990	0.503554106
991	0.5034483094
992	0.5033214193
993	0.5030788921
994	0.5030476592
995	0.5030097599
996	0.5029210388
997	0.5028245854
998	0.5026081795
999	0.5023338511
